application_id,skill_match_score,experience_gap,skill_coverage_ratio,gpa_normalized,projects_normalized,internships_normalized,hackathons_normalized,research_normalized,certification_gap,education_match,specialization_match,seniority_match,leadership_experience,fit_score,fit_label
A006003,0.0,0.5174825,0.07688285,0.595,0.125,0.25,0.2,0.0,0.0,1.0,0.0,0.0,0.0,50.57,1
A006004,0.4286,0.6923077,0.92311716,0.96,0.5,0.5,0.2,0.0,0.0,1.0,0.0,0.0,1.0,64.1,1
A006005,0.0,0.6363636,0.61558574,0.01,0.5,0.5,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,47.6,1
A006006,0.2857,0.46153846,1.0,0.73,0.875,0.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,64.67,0
A006007,0.2857,0.61538464,0.8462343,0.29,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.4,1
A006008,0.0,0.35664335,0.3080544,0.865,0.75,0.5,0.4,0.0,0.0,0.0,0.0,1.0,0.0,42.4,0
A006009,0.1429,0.35664335,0.38493723,0.11,0.75,1.0,0.8,0.0,0.0,1.0,1.0,1.0,1.0,59.85,1
A006010,0.1429,0.62237763,0.92311716,0.645,0.5,0.5,0.4,0.0,0.5,1.0,0.0,0.0,1.0,58.95,1
A006011,0.5714,0.4055944,0.69246864,0.985,0.375,1.0,0.2,0.0,0.25,1.0,0.0,1.0,1.0,78.73,1
A006012,0.1429,0.5944056,1.0,0.36,0.125,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,54.23,1
A006013,0.2857,0.44055945,0.92311716,0.77,0.125,0.25,0.4,0.6667,0.25,0.0,0.0,1.0,1.0,47.33,0
A006014,0.2857,0.4125874,0.38493723,0.19,0.75,0.0,0.4,0.6667,0.0,1.0,0.0,1.0,1.0,58.65,1
A006015,0.4286,0.3216783,0.7693515,0.06,0.75,0.0,0.0,0.6667,0.0,1.0,0.0,1.0,0.0,50.35,1
A006016,0.2857,0.48951048,0.92311716,0.7,0.5,0.25,0.2,0.0,0.0,1.0,0.0,0.0,0.0,55.5,1
A006017,0.2857,0.54545456,0.5387029,0.715,0.75,1.0,0.8,1.0,0.0,1.0,0.0,0.0,0.0,59.9,1
A006018,0.1429,0.61538464,0.3080544,0.155,0.875,0.5,0.0,0.0,0.25,1.0,0.0,0.0,1.0,55.93,1
A006019,0.1429,0.4055944,1.0,0.895,1.0,0.5,0.2,0.0,0.0,1.0,0.0,1.0,0.0,55.95,1
A006020,0.0,0.3216783,0.38493723,0.66,0.375,0.25,0.0,0.3333,0.25,1.0,0.0,1.0,0.0,48.48,0
A006021,0.1429,0.7132867,0.69246864,0.88,0.375,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,58.67,1
A006022,0.0,0.56643355,0.0,0.195,0.5,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,47.45,0
A006023,0.2857,0.6853147,0.61558574,0.305,0.5,0.5,0.0,0.0,0.25,1.0,0.0,0.0,1.0,60.55,1
A006024,0.0,0.3916084,0.38493723,0.595,0.375,0.0,1.0,0.3333,0.0,1.0,0.0,1.0,0.0,50.82,1
A006025,0.2857,0.30769232,1.0,0.585,0.25,0.25,0.4,0.0,0.5,1.0,0.0,1.0,1.0,55.1,1
A006026,0.1429,0.6363636,0.23064853,0.6,0.25,0.25,0.6,0.0,0.25,1.0,0.0,0.0,1.0,56.25,1
A006027,0.1429,0.55244756,0.7693515,0.045,0.625,0.0,0.6,0.6667,0.0,1.0,0.0,0.0,1.0,51.58,1
A006028,0.0,0.56643355,0.07688285,0.02,0.375,0.5,0.4,0.0,0.0,1.0,0.0,0.0,0.0,39.07,0
A006029,0.0,0.44055945,0.0,0.045,0.125,0.75,0.6,0.0,0.25,1.0,0.0,1.0,0.0,47.08,0
A006030,0.1429,0.6363636,0.38493723,0.84,0.5,0.5,0.2,0.3333,0.0,0.0,0.0,0.0,1.0,53.4,1
A006031,0.0,0.45454547,0.38493723,0.375,0.5,1.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,53.25,1
A006032,0.2857,0.6083916,0.23064853,0.685,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.1,1
A006033,0.4286,0.3846154,0.5387029,0.55,0.625,0.25,0.6,0.0,0.25,1.0,0.0,1.0,1.0,67.62,1
A006034,0.1429,0.41958043,0.7693515,0.305,0.0,0.75,0.4,0.0,0.0,1.0,0.0,1.0,1.0,54.05,0
A006035,0.4286,0.8181818,1.0,0.89,0.25,0.25,0.2,0.3333,0.0,1.0,0.0,0.0,1.0,69.15,1
A006036,0.0,0.7622378,0.23064853,0.175,0.375,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,32.63,0
A006037,0.0,0.7692308,0.38493723,0.465,0.25,0.25,0.2,0.3333,0.0,1.0,0.0,0.0,1.0,41.9,0
A006038,0.0,0.5314685,0.3080544,0.745,0.125,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,53.07,1
A006039,0.0,0.7832168,0.1537657,0.945,0.625,0.25,0.2,0.0,0.25,0.0,0.0,0.0,0.0,49.08,0
A006040,0.1429,0.6503497,0.8462343,0.79,0.375,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,49.78,1
A006041,0.0,0.3146853,0.5387029,0.14,0.5,0.25,0.4,1.0,0.0,1.0,0.0,1.0,0.0,34.9,0
A006042,0.1429,0.6293706,0.69246864,0.95,0.25,0.0,0.6,0.0,0.25,1.0,0.0,0.0,1.0,58.75,1
A006043,0.2857,0.6013986,0.23064853,0.205,0.5,0.0,0.6,0.3333,0.0,1.0,0.0,0.0,0.0,49.55,0
A006044,0.1429,0.7202797,0.0,0.01,0.25,0.5,0.8,0.0,0.0,1.0,0.0,0.0,1.0,43.35,0
A006045,0.1429,0.74825174,0.23064853,0.695,0.5,0.25,0.8,0.0,0.5,1.0,0.0,0.0,1.0,58.45,1
A006046,0.2857,0.46153846,0.8462343,0.09,0.875,0.0,0.2,0.3333,0.0,1.0,0.0,0.0,1.0,58.27,0
A006047,0.0,0.7762238,0.1537657,0.075,0.125,0.25,0.4,0.0,0.25,0.0,0.0,0.0,1.0,37.88,0
A006048,0.1429,0.42657343,0.61558574,0.12,0.5,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,52.7,1
A006049,0.2857,0.35664335,1.0,0.3,0.375,0.75,0.0,0.3333,0.25,1.0,0.0,1.0,0.0,60.88,1
A006050,0.4286,0.5244755,0.4618201,0.24,0.5,0.0,0.8,0.0,0.25,1.0,0.0,0.0,1.0,62.9,1
A006051,0.2857,0.53846157,0.92311716,0.375,0.875,0.5,0.4,0.0,0.0,1.0,0.0,0.0,0.0,55.12,1
A006052,0.4286,0.6853147,0.5387029,0.485,0.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,64.85,1
A006053,0.1429,0.5314685,0.61558574,0.125,0.125,0.25,0.6,0.0,0.0,1.0,0.0,0.0,0.0,50.88,1
A006054,0.4286,0.4965035,0.3080544,0.29,0.25,0.25,0.6,0.0,0.0,1.0,0.0,0.0,0.0,63.15,1
A006055,0.4286,0.54545456,0.4618201,0.43,0.125,0.75,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,65.92,1
A006056,0.1429,0.44755244,0.23064853,0.405,0.875,0.25,0.4,0.0,0.25,1.0,0.0,0.0,1.0,57.42,1
A006057,0.0,0.6573427,0.23064853,0.92,0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.07,1
A006058,0.1429,0.57342654,0.0,0.88,0.25,0.5,0.2,0.0,0.0,1.0,0.0,0.0,1.0,60.05,1
A006059,0.4286,0.5244755,0.7693515,0.135,0.75,0.5,0.2,1.0,0.0,1.0,0.0,0.0,0.0,65.1,1
A006060,0.1429,0.41958043,0.8462343,0.135,0.375,0.5,0.2,0.0,0.0,1.0,1.0,1.0,0.0,48.23,0
A006061,0.2857,0.6433566,0.61558574,0.205,0.875,1.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,55.43,0
A006062,0.1429,0.54545456,0.4618201,0.315,0.625,0.75,0.4,0.0,0.0,1.0,0.0,0.0,0.0,57.27,1
A006063,0.1429,0.6573427,0.92311716,0.685,0.5,0.5,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,51.35,0
A006064,0.4286,0.4055944,0.92311716,0.465,0.625,0.25,0.4,0.3333,0.0,1.0,0.0,1.0,1.0,66.77,1
A006065,0.0,0.61538464,1.0,0.74,0.125,0.5,0.0,0.3333,0.25,1.0,0.0,0.0,1.0,53.02,1
A006066,0.4286,0.41958043,0.92311716,0.635,0.5,0.25,0.4,0.3333,0.0,1.0,1.0,1.0,0.0,62.85,1
A006067,0.0,0.46853146,0.61558574,0.825,0.625,0.25,0.4,0.0,0.25,1.0,0.0,0.0,0.0,55.38,1
A006068,0.1429,0.53846157,0.3080544,0.165,0.75,0.75,0.2,0.0,0.25,1.0,0.0,0.0,0.0,56.4,1
A006069,0.2857,0.4755245,0.5387029,0.515,0.5,0.75,0.2,0.0,0.0,1.0,0.0,0.0,0.0,63.65,1
A006070,0.2857,0.6853147,0.38493723,0.565,0.625,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,61.77,1
A006071,0.1429,0.8181818,0.0,0.56,0.0,0.25,0.6,1.0,0.25,1.0,0.0,0.0,1.0,54.6,0
A006072,0.1429,0.8321678,0.0,0.85,0.375,1.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,62.38,1
A006073,0.1429,0.6433566,0.8462343,0.435,0.875,0.0,0.4,0.3333,0.5,1.0,1.0,0.0,1.0,59.72,1
A006074,0.2857,0.46153846,0.92311716,0.76,0.125,0.25,0.2,0.0,0.0,1.0,0.0,0.0,0.0,54.23,1
A006075,0.0,0.48251748,0.4618201,0.905,0.5,0.5,0.8,0.0,0.0,1.0,0.0,0.0,1.0,48.55,0
A006076,0.2857,0.42657343,0.61558574,0.755,0.25,0.5,0.4,0.0,0.25,1.0,0.0,1.0,0.0,63.8,1
A006077,0.0,0.84615386,0.07688285,0.935,0.75,1.0,0.6,0.0,0.25,1.0,0.0,0.0,1.0,60.1,1
A006078,0.1429,0.54545456,0.3080544,0.02,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.95,1
A006079,0.2857,0.30769232,0.38493723,0.065,0.625,0.25,0.6,0.0,0.25,1.0,0.0,1.0,1.0,51.78,1
A006080,0.2857,0.37762237,0.8462343,0.505,1.0,0.25,0.6,0.6667,0.5,1.0,0.0,1.0,0.0,64.05,1
A006081,0.4286,0.6923077,0.92311716,0.28,0.25,0.0,0.2,0.3333,0.0,1.0,0.0,0.0,0.0,62.05,1
A006082,0.0,0.67832166,0.5387029,0.13,0.0,0.25,0.2,1.0,0.0,1.0,0.0,0.0,0.0,37.3,0
A006083,0.0,0.35664335,0.23064853,0.315,0.375,0.5,0.2,0.6667,0.0,0.0,0.0,1.0,0.0,42.52,0
A006084,0.0,0.5804196,0.1537657,0.945,0.875,0.5,0.2,0.0,0.25,1.0,0.0,0.0,0.0,58.82,1
A006085,0.2857,0.45454547,0.61558574,0.675,0.5,1.0,0.2,0.6667,0.0,1.0,0.0,0.0,0.0,58.25,0
A006086,0.0,0.7622378,0.61558574,0.585,0.375,0.5,0.2,0.0,0.0,1.0,0.0,0.0,1.0,52.73,0
A006087,0.4286,0.4755245,0.8462343,0.685,0.25,0.25,0.6,0.3333,0.0,1.0,0.0,0.0,0.0,59.1,1
A006088,0.1429,0.72727275,0.8462343,0.59,0.625,1.0,0.0,0.3333,0.25,1.0,0.0,0.0,0.0,61.03,1
A006089,0.0,0.73426574,0.07688285,0.67,0.625,0.25,0.2,0.6667,0.0,1.0,0.0,0.0,1.0,45.82,0
A006090,0.1429,0.6853147,0.8462343,0.96,0.375,0.25,0.4,1.0,0.25,1.0,0.0,0.0,1.0,60.48,1
A006091,0.2857,0.36363637,0.8462343,0.09,0.875,0.25,0.0,0.0,0.25,1.0,0.0,1.0,0.0,59.27,1
A006092,0.1429,0.6573427,0.4618201,0.41,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.85,1
A006093,0.0,0.53846157,0.5387029,0.28,0.25,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,40.55,0
A006094,0.4286,0.43356642,0.5387029,0.615,0.5,0.5,0.2,0.0,0.0,1.0,0.0,1.0,0.0,60.65,1
A006095,0.1429,0.41958043,0.23064853,0.74,0.25,0.75,0.4,1.0,0.25,1.0,0.0,1.0,0.0,59.65,1
A006096,0.0,0.7062937,0.0,0.82,0.5,0.75,0.4,0.0,0.25,1.0,0.0,0.0,0.0,56.7,1
A006097,0.2857,0.33566433,0.7693515,0.25,0.625,0.0,0.6,0.0,0.0,1.0,0.0,1.0,0.0,56.62,1
A006098,0.1429,0.62237763,0.7693515,0.665,0.375,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.53,1
A006099,0.1429,0.6083916,0.7693515,0.25,0.375,0.25,0.0,0.3333,0.0,1.0,0.0,0.0,1.0,45.38,0
A006100,0.0,0.30769232,0.1537657,0.385,0.875,0.0,0.4,0.3333,0.0,1.0,0.0,1.0,1.0,45.23,0
A006101,0.0,0.43356642,0.07688285,0.02,0.375,0.5,0.4,0.0,0.0,0.0,0.0,1.0,0.0,24.07,1
A006102,0.125,0.4755245,0.23064853,0.685,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.98,0
A006103,0.0,0.35664335,0.92311716,0.7,0.5,0.25,0.2,0.0,0.0,0.0,1.0,1.0,0.0,41.0,0
A006104,0.25,0.42657343,0.23064853,0.92,0.0,0.0,0.4,0.0,0.0,1.0,0.0,1.0,0.0,52.95,1
A006105,0.25,0.46153846,0.7693515,0.505,0.875,1.0,0.0,1.0,0.25,0.0,0.0,1.0,0.0,57.67,1
A006106,0.125,0.41958043,0.38493723,0.405,0.375,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,53.3,1
A006107,0.125,0.7132867,0.3080544,0.435,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,0
A006108,0.0,0.2027972,0.4618201,0.755,0.25,0.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0
A006109,0.375,0.7062937,0.92311716,0.5,0.375,0.25,0.2,0.0,0.75,0.0,0.0,0.0,0.0,49.0,0
A006110,0.25,0.3216783,0.92311716,0.805,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,41.3,0
A006111,0.125,0.33566433,0.5387029,0.4,0.5,0.0,0.4,0.0,0.25,0.0,0.0,1.0,0.0,44.38,0
A006112,0.375,0.35664335,0.69246864,0.325,0.375,1.0,0.2,0.0,0.25,0.0,0.0,1.0,0.0,57.75,1
A006113,0.125,0.22377622,0.5387029,0.845,0.25,0.0,0.2,0.0,0.5,0.0,1.0,0.0,0.0,38.58,0
A006114,0.25,0.43356642,0.4618201,0.97,0.5,0.0,0.4,0.3333,0.0,0.0,0.0,1.0,0.0,40.95,0
A006115,0.125,0.66433567,0.38493723,0.855,0.625,0.25,0.2,0.0,0.25,0.0,0.0,0.0,0.0,45.05,0
A006116,0.25,0.36363637,0.3080544,0.29,0.25,0.25,0.6,0.0,0.0,0.0,0.0,1.0,0.0,41.9,0
A006117,0.25,0.35664335,0.92311716,0.31,0.875,0.75,0.6,0.0,0.0,0.0,0.0,1.0,0.0,39.23,0
A006118,0.125,0.45454547,0.8462343,0.635,0.375,0.25,0.2,0.0,0.0,0.0,0.0,1.0,0.0,49.1,0
A006119,0.0,0.46853146,0.1537657,0.145,0.75,0.5,0.2,0.0,0.0,0.0,0.0,1.0,1.0,27.2,0
A006120,0.0,0.57342654,0.4618201,0.195,0.125,0.75,0.2,0.3333,0.0,0.0,1.0,0.0,0.0,36.58,0
A006121,0.125,0.18181819,0.07688285,0.425,0.25,0.0,0.0,0.6667,0.5,0.0,0.0,0.0,1.0,20.88,0
A006122,0.625,0.18881118,0.7693515,0.23,0.125,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,39.3,0
A006123,0.25,0.3216783,0.7693515,0.565,0.375,0.75,0.6,1.0,0.25,0.0,1.0,1.0,1.0,46.28,0
A006124,0.125,0.3916084,0.1537657,0.81,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,46.73,0
A006125,0.25,0.30769232,0.7693515,0.34,0.875,0.0,0.4,0.6667,0.0,1.0,0.0,1.0,0.0,45.52,0
A006126,0.375,0.28671327,0.8462343,0.135,0.375,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,29.35,0
A006127,0.125,0.5944056,0.0,0.415,0.25,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,41.77,0
A006128,0.125,0.6923077,0.5387029,0.855,0.25,0.5,0.4,1.0,0.25,0.0,0.0,0.0,1.0,44.18,0
A006129,0.25,0.1958042,0.7693515,0.905,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,37.3,0
A006130,0.0,0.28671327,0.23064853,0.525,0.375,0.5,0.2,0.0,0.25,0.0,0.0,0.0,0.0,28.12,0
A006131,0.125,0.36363637,0.69246864,0.395,0.75,0.75,1.0,0.0,0.25,1.0,0.0,1.0,1.0,58.07,1
A006132,0.125,0.5314685,0.69246864,0.515,0.125,1.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,42.15,0
A006133,0.375,0.2027972,0.7693515,0.505,0.375,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,32.05,0
A006134,0.375,0.30769232,0.92311716,0.77,0.125,0.25,0.4,0.6667,0.25,0.0,0.0,1.0,1.0,44.45,0
A006135,0.25,0.18881118,0.8462343,0.95,0.75,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0
A006136,0.0,0.27972028,0.0,1.0,0.5,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,32.5,0
A006137,0.0,0.6853147,0.0,0.56,0.0,0.25,0.6,1.0,0.25,0.0,0.0,0.0,1.0,34.6,0
A006138,0.0,0.35664335,0.5387029,0.95,0.625,0.75,0.2,0.0,0.0,0.0,0.0,1.0,1.0,35.63,0
A006139,0.125,0.48251748,0.07688285,0.87,0.625,0.5,0.4,0.0,0.0,0.0,0.0,1.0,1.0,45.7,0
A006140,0.125,0.45454547,0.5387029,0.69,0.75,0.25,0.6,1.0,0.0,0.0,0.0,1.0,0.0,51.53,1
A006141,0.0,0.3846154,0.1537657,0.155,0.375,0.25,0.4,0.0,0.0,0.0,0.0,1.0,0.0,24.43,0
A006142,0.0,0.1958042,0.38493723,0.615,0.375,0.0,0.4,0.6667,0.0,0.0,0.0,0.0,1.0,27.52,0
A006143,0.25,0.84615386,0.38493723,0.69,0.0,0.75,0.4,0.0,0.5,0.0,0.0,0.0,0.0,46.65,0
A006144,0.125,0.46153846,0.5387029,0.125,0.75,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.0,42.38,0
A006145,0.125,0.27272728,0.1537657,0.76,0.375,0.5,0.2,0.0,0.25,0.0,1.0,0.0,1.0,43.85,0
A006146,0.375,0.20979021,0.8462343,0.005,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.93,0
A006147,0.125,0.55244756,0.3080544,0.515,0.5,0.25,0.2,0.0,0.0,0.0,1.0,0.0,1.0,51.53,1
A006148,0.25,0.46853146,0.4618201,0.945,0.375,0.25,0.4,0.0,0.0,0.0,0.0,1.0,0.0,41.08,0
A006149,0.125,0.1958042,0.23064853,0.42,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07,0
A006150,0.125,0.44755244,1.0,0.105,0.625,0.75,0.4,0.0,0.0,0.0,0.0,1.0,0.0,39.55,1
A006151,0.5,0.43356642,0.69246864,0.715,0.375,0.25,0.8,0.3333,0.0,0.0,0.0,1.0,1.0,55.53,1
A006152,0.375,0.43356642,1.0,0.175,0.375,0.25,0.6,0.0,0.0,0.0,0.0,1.0,0.0,53.25,1
A006153,0.125,0.46153846,0.69246864,0.71,0.625,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,42.6,0
A006154,0.125,0.22377622,0.92311716,0.545,1.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,22.82,0
A006155,0.5,0.7132867,0.7693515,0.985,0.125,0.75,0.0,0.0,0.5,0.0,0.0,0.0,1.0,58.98,1
A006156,0.0,0.46153846,0.5387029,0.29,0.375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.27,0
A006157,0.25,0.56643355,0.69246864,0.32,0.625,0.25,0.6,0.3333,0.0,0.0,0.0,0.0,0.0,43.58,0
A006158,0.125,0.4965035,0.1537657,0.375,0.625,0.25,0.0,0.6667,0.0,0.0,0.0,1.0,0.0,32.25,0
A006159,0.25,0.27272728,0.4618201,0.84,0.625,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,45.28,0
A006160,0.375,0.34265736,0.8462343,0.81,0.5,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,1.0,42.73,0
A006161,0.125,0.5244755,0.7693515,0.88,0.25,0.5,0.4,1.0,0.25,0.0,0.0,0.0,1.0,51.93,1
A006162,0.125,0.66433567,0.38493723,0.865,0.625,0.25,0.2,0.0,0.0,0.0,0.0,0.0,1.0,37.15,0
A006163,0.0,0.6993007,0.23064853,0.025,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.5,0
A006164,0.375,0.57342654,0.23064853,0.115,0.125,0.0,0.4,0.0,0.75,0.0,0.0,0.0,1.0,42.9,1
A006165,0.0,0.3916084,0.07688285,0.96,0.375,0.25,0.2,0.3333,0.25,0.0,0.0,1.0,0.0,40.48,0
A006166,0.0,0.6503497,0.23064853,0.37,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0
A006167,0.0,0.6013986,0.69246864,0.725,0.375,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,29.12,0
A006168,0.0,0.7062937,0.1537657,0.56,0.5,0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,36.1,0
A006169,0.25,0.17482518,0.38493723,0.525,0.25,0.5,0.6,0.3333,0.75,0.0,0.0,0.0,1.0,27.75,0
A006170,0.25,0.1958042,0.5387029,0.895,0.625,0.25,0.6,1.0,0.5,0.0,1.0,0.0,1.0,36.83,0
A006171,0.25,0.3986014,0.8462343,0.025,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,35.25,0
A006172,0.25,0.45454547,0.5387029,0.82,0.25,0.25,0.2,0.3333,0.0,0.0,0.0,1.0,0.0,39.2,0
A006173,0.0,0.56643355,0.1537657,0.575,0.25,0.5,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,37.0,0
A006174,0.0,0.55244756,0.5387029,0.485,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,42.35,0
A006175,0.25,0.57342654,0.3080544,0.33,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,0
A006176,0.25,0.3006993,0.7693515,0.24,0.375,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,27.02,0
A006177,0.375,0.17482518,1.0,0.585,0.25,0.25,0.4,0.0,0.5,0.0,0.0,0.0,1.0,31.72,1
A006178,0.125,0.72727275,0.5387029,0.025,0.5,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,35.13,0
A006179,0.125,0.36363637,0.3080544,0.265,0.375,0.5,0.8,1.0,0.25,0.0,1.0,1.0,1.0,41.9,0
A006180,0.0,0.6083916,1.0,0.75,0.375,0.0,0.4,1.0,0.25,0.0,0.0,0.0,1.0,37.38,0
A006181,0.375,0.28671327,0.3080544,0.66,0.75,0.75,0.4,0.0,0.0,0.0,0.0,0.0,0.0,52.98,1
A006182,0.125,0.67132866,0.8462343,0.345,0.0,0.0,0.4,0.3333,0.0,0.0,0.0,0.0,0.0,27.82,0
A006183,0.125,0.3986014,0.4618201,0.305,0.625,0.5,0.6,0.6667,0.0,0.0,1.0,1.0,0.0,43.55,0
A006184,0.125,0.35664335,0.38493723,0.595,0.75,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,49.58,0
A006185,0.0,0.3846154,0.07688285,0.595,0.125,0.25,0.2,0.0,0.0,0.0,0.0,1.0,0.0,35.58,0
A006186,0.125,0.55244756,0.3080544,0.02,0.375,0.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,35.45,0
A006187,0.25,0.46853146,1.0,0.04,0.875,0.75,0.0,0.3333,0.25,0.0,0.0,1.0,1.0,44.53,0
A006188,0.25,0.61538464,0.7693515,0.06,0.625,0.75,0.4,0.0,0.0,0.0,0.0,0.0,1.0,35.48,0
A006189,0.0,0.42657343,0.69246864,0.1,0.5,0.5,0.0,0.0,0.25,0.0,0.0,1.0,1.0,41.0,0
A006190,0.25,0.46153846,0.61558574,0.325,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,33.87,0
A006191,0.375,0.3216783,0.92311716,0.975,0.25,0.5,0.6,0.6667,0.0,0.0,0.0,1.0,1.0,49.63,0
A006192,0.0,0.6923077,0.5387029,0.52,0.625,0.5,0.4,1.0,0.0,0.0,0.0,0.0,0.0,38.33,0
A006193,0.0,0.46153846,0.07688285,0.815,0.375,0.0,0.6,0.3333,0.0,0.0,0.0,1.0,0.0,38.03,0
A006194,0.0,0.6573427,0.3080544,0.94,0.5,0.25,0.4,0.3333,0.25,0.0,1.0,0.0,0.0,43.9,0
A006195,0.375,0.44055945,0.69246864,0.06,0.75,0.25,0.6,0.6667,0.0,1.0,0.0,1.0,1.0,61.47,1
A006196,0.125,0.4755245,0.8462343,0.38,0.625,1.0,0.2,0.0,0.0,1.0,0.0,1.0,1.0,58.3,1
A006197,0.375,0.48251748,0.69246864,0.405,0.875,0.75,0.2,0.0,0.0,0.0,0.0,1.0,0.0,52.55,1
A006198,0.125,0.6993007,0.0,0.85,0.375,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,46.75,0
A006199,0.25,0.25874126,0.8462343,0.04,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,0
A006200,0.125,0.6363636,0.7693515,0.99,0.875,0.75,0.2,0.3333,0.25,0.0,0.0,0.0,1.0,49.65,0
A006201,0.1,0.67132866,0.61558574,0.735,0.625,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,49.48,1
A006202,0.1,0.57342654,0.5387029,0.825,0.25,0.5,0.2,0.3333,0.0,0.0,0.0,0.0,1.0,42.5,0
A006203,0.0,0.5874126,0.7693515,0.265,0.375,1.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,51.52,1
A006204,0.1,0.46853146,0.23064853,0.205,0.5,0.0,0.6,0.3333,0.0,1.0,0.0,1.0,0.0,43.05,0
A006205,0.3,0.61538464,0.7693515,0.865,0.375,0.0,0.2,0.3333,0.0,0.0,0.0,0.0,0.0,48.52,0
A006206,0.2,0.2937063,0.7693515,0.755,0.5,0.0,0.4,1.0,0.75,1.0,0.0,0.0,1.0,52.05,1
A006207,0.2,0.18881118,0.61558574,0.29,0.0,0.5,0.2,0.3333,0.0,0.0,0.0,0.0,1.0,30.9,0
A006208,0.2,0.1958042,0.61558574,0.755,0.75,0.25,0.2,0.6667,0.0,0.0,0.0,0.0,1.0,38.8,0
A006209,0.1,0.25874126,0.5387029,0.19,0.125,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.02,0
A006210,0.2,0.25174826,0.8462343,0.87,0.375,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.0,42.08,0
A006211,0.4,0.5034965,0.69246864,0.715,0.375,0.25,0.0,1.0,0.5,1.0,0.0,1.0,0.0,67.03,1
